param,estimate,SE,MOE_95,CI_low,CI_high,p_value
p1,0.004085058346390724,0.0018205929863191524,0.003688871787123525,0.00039618655926719915,0.007773930133514249,0.030915170650776615
p2,0.09977661818265915,0.35441044822182965,0.7181037790058397,-0.6183271608231805,0.8178803971884988,0.7798737074563442
p3,0.0006415230454877019,0.0038739962726139924,0.007849462049373333,-0.007207939003885631,0.008490985094861035,0.8693754563758448
p4,0.43865853548049927,0.5393145894487845,1.0927551563427655,-0.6540966208622663,1.5314136918232648,0.4212133789063305
p6,0.17273682355880737,0.11982427709987517,0.24278704714767857,-0.0700502235888712,0.41552387070648594,0.15783054566609736
p8,0.09074091166257858,0.06335114726655118,0.12836161711573316,-0.037620705453154574,0.21910252877831174,0.16043904328660863
p9,0.00012604905350599438,0.011796664348319469,0.023902312391449108,-0.023776263337943113,0.024028361444955102,0.991532057989286
w0 (estimated),0.040866028517484665,,,,,
x0 (fixed),5.180769443511963,,,,,
y0 (fixed),68.1485595703125,,,,,
z0 (fixed),0.019215669482946396,,,,,
W0 (fixed),0.0,,,,,
