Set,t,w_exp,w_GA,x_exp,x_GA,y_exp,y_GA,z_exp,z_GA,I_GA
E7,0,0.0339437927526697,0.0525658607218403,6.06690085818673,6.06690085818673,40.0897159761291,40.0897159761291,0.152947114336492,0.152947114336492,0
E7,3,0.179857030017259,0.171927769608412,5.65611255896737,5.60289098545859,38.5707676582735,38.0066841984996,1.01542732066808,1.37534131666657,0.304951129338656
E7,6,0.564028817093846,0.466081233749827,4.6716095044152,4.42388522645753,35.5990378902015,32.5166919997745,3.63171282047582,4.63414136564384,1.21050519148944
E7,9,1.06801613521182,0.879557448365172,2.87072494707473,2.60949295646628,28.3912921333634,22.9823065819976,8.3766515135572,10.2763826088118,3.23370851660611
E7,12,1.25454711181144,1.12557993146095,1.04675126879253,1.17007424105743,16.9485165812254,13.5726261832355,14.2536261175161,15.827368178839,6.30797990667417
E7,15,1.00857631276917,1.14039862516372,0.168021580120702,0.476637821823365,6.10071292230817,7.52712063702931,19.7332417964308,19.4452805196979,9.7501164780574
E7,18,0.779342116766954,1.04460371545785,0,0.201915648755829,0.985222505850396,4.28286573271448,22.4488836904351,21.4802667577441,13.0421635214402
E7,21,0.730955740123895,0.918626830041666,0,0.093593262926287,0,2.58493285991922,23.1923021822238,22.6401588649969,15.989195264486
E7,24,0.76769251678246,0.793608242794692,0,0.0479134571803425,0,1.66503440824047,23.6797964449027,23.3487467070309,18.5555114034732
E7,27,0.795888982018355,0.67963550354795,0,0.0269419583714825,0,1.140505713754,24.0185262668361,23.8158911626516,20.7621130788294
E7,30,0.80389575357302,0.579209081851652,0,0.0164762955580468,0,0.825382362080311,24.0588047370036,24.1445746722305,22.6469496920258
