Set,t,w_exp,w_GA,x_exp,x_GA,y_exp,y_GA,z_exp,z_GA,I_GA
E2,0,0.0445527988389164,0.0259453122835192,3.86211277855056,3.86211277855056,24.544697590697,24.544697590697,0.587521818951858,0.587521818951858,0
E2,3,0.19286140133923,0.118641178651219,3.60510462220808,3.70049199336364,23.311751139095,23.8058623520184,1.30564396112744,0.98042436509548,0.184126787121782
E2,6,0.55955722679366,0.45762010894684,3.01130774423867,3.09335793402292,20.9592638232898,21.0257689506238,2.82356945548267,2.53075763786295,0.956048011299532
E2,9,1.08648849577432,1.10048020084498,1.95415005683592,1.80629174687668,16.3711516896464,14.5185571615114,5.70937680690384,6.16551315747401,3.27336560800903
E2,12,1.45262526686923,1.42023039088852,0.762615256914597,0.725186360391376,9.21241611206579,7.75311784726502,9.2192217951268,9.89894476117532,7.20435040521275
E2,15,1.34910924573651,1.27036805018459,0.13152396943566,0.279525446014497,3.03755927620579,4.02617786787088,11.7921077843879,11.913264553956,11.310790222748
E2,18,0.876404027417909,0.989274087623366,0,0.127130198545065,0.436807994805367,2.34210629448432,13.1991097997722,12.7642442550393,14.7045434067889
E2,21,0.557068638755347,0.733156435668606,0,0.0699950659452085,0,1.5533058517893,13.6148196116338,13.0783240158613,17.2751641278837
E2,24,0.474711978939233,0.533396631142349,0,0.0451802718871406,0,1.14891590957158,13.2148426332026,13.1406514228253,19.1608013046604
E2,27,0.467326215903193,0.385616633756818,0,0.0328952344823775,0,0.923000846175739,12.8942431008834,13.0734819877535,20.5276855183792
E2,30,0.474055102108446,0.278549261055076,0,0.0261558921589735,0,0.787697073803888,12.8412598222698,12.9341600554187,21.5151719530719
