Set,t,w_exp,w_GA,x_exp,x_GA,y_exp,y_GA,z_exp,z_GA,I_GA
E1,0,0.0284078176119549,0.0317681385784072,3.04938862438354,3.04938862438354,16.6271957089034,16.6271957089034,0.125032128741263,0.125032128741263,0
E1,3,0.126759236742647,0.12788713601981,2.67941113174594,2.8295310389769,15.7722264740633,15.9466923614921,0.672535114538893,0.538860208915405,0.20834570077137
E1,6,0.404911450123309,0.442610170002791,1.97020964867483,2.14095245423092,13.5884083140535,13.6931490258305,2.25008256009573,1.92764429600114,0.984780732219506
E1,9,0.88618582669028,1.03924953182796,1.02883964081315,0.975341783937441,9.02633465409287,8.93157778109772,5.0620138079419,4.8250312884908,3.17387591172193
E1,12,1.36906675166476,1.44232664397647,0.320898165342408,0.245703181807497,3.55190058604375,4.22589913368691,8.05534934706761,7.66100816171427,7.01255245719922
E1,15,1.56440361023456,1.41075614775725,0.0443610089741122,0.0512922175620837,0.611802151333608,1.80585143687379,9.60415489175018,9.17167291593588,11.3744723929051
E1,18,1.33996140584663,1.18706741826899,0,0.0125669666529225,0,0.841645654346067,9.74476014544434,9.82075637968329,15.2905643214702
E1,21,0.85103255275064,0.941847687968654,0,0.00399829347332345,0,0.451924400840369,9.72467230786865,10.0827602314676,18.479203519606
E1,24,0.561194315428631,0.729625490809821,0,0.00163093311130653,0,0.277641801584415,9.98572781050296,10.1591917354689,20.9759613997304
E1,27,0.51000058432189,0.559714070783923,0,0.000817305467137522,0,0.190697210076124,10.1284836498905,10.132557325013,22.8996424159238
E1,30,0.518185926119222,0.427964971653364,0,0.000481563440074843,0,0.142992090540497,10.1256256124484,10.0421670816295,24.3724827519846
